reply_comment_total,digg_count,AF,IP,C-Label,video,comment_id,publication_time
1,1,云南不一定是精神小伙 流泪,Yunnan,Regional and Group Characteristics,video182,comment9847,2024-02-12
0,0,好事都让你赶上了,Anhui,Others,video38,comment9848,2025-04-20
0,0,我出500，让我演一集 呲牙,Shandong,Seeking Interaction and Imitation,video106,comment9849,2025-02-17
2,51,讲老宋的那哥们，让我知道了，崩老头，五百人的群，卡卡，吃不上饭了，给拿10块钱吧,Hebei,Regional and Group Characteristics,video107,comment9850,2025-03-07
0,0,怎么有点像消失的郑爽啊 微笑,Inner Mongolia,Appearance and Attire,video25,comment9851,2024-06-16
0,2,她们很重义气，给我感动到了。 我愿意资助这些孩子读研期间的所有费用。包括出国留学,Heilongjiang,Emotions and Interpersonal Relationships,video92,comment9852,2024-08-12
0,0,孔令梦 没有符文的我不要,Guangdong,Appearance and Attire,video74,comment9853,2024-09-07
0,0,花总 我染个黄毛能不能加入你的团队 看,Zhejiang,Seeking Interaction and Imitation,video94,comment9854,2024-12-07
0,0,哈哈哈哈我也想加入他们,Hunan,Seeking Interaction and Imitation,video15,comment9855,2025-04-30
0,0,到底哪里认识 流泪,Chongqing,Seeking Interaction and Imitation,video55,comment9856,2025-02-04
0,0,衣服是廉价的，苹果是要用的，头发是要漂的，美甲是要做的，钱是没有的,Beijing,Behavior and Lifestyle,video139,comment9857,2024-09-24
0,0,精神小伙为啥瘦，原来是真能挨饿啊 抠鼻,Fujian,Behavior and Lifestyle,video62,comment9858,2025-05-17
1,1,而且还是群铲的那种，还是他们玩得开 捂脸,Guangdong,Behavior and Lifestyle,video15,comment9859,2025-05-01
0,0,他喵的，这再多加个零也值啊 捂脸,Inner Mongolia,Others,video52,comment9860,2025-05-10
0,0,應該要舉報 要報警,Taiwan,Social Evaluation and Concepts,video28,comment9861,2024-07-25
0,0,那罗百吉的机车女孩就是这个女孩很讨厌的意思,Henan,Social Evaluation and Concepts,video25,comment9862,2024-06-16
0,0,重庆的朋友会玩 泪奔,Guizhou,Regional and Group Characteristics,video68,comment9863,2024-11-06
0,0,哥，这个我是真喜欢，介绍给我行么，我在你店充5000,Jilin,Seeking Interaction and Imitation,video85,comment9864,2025-02-27
0,2,两个小姐妹挺好玩 还给小朋友买吃的,Hunan,Behavior and Lifestyle,video23,comment9865,2025-02-25
0,1,这么苦的嘛？特效都挡不住啊,Inner Mongolia,Challenge Authenticity and Performativity,video59,comment9866,2025-04-28
0,0,头不洗，牙不刷，还玩 捂脸,Jilin,Behavior and Lifestyle,video53,comment9867,2025-02-16
0,0,你们是一个妞都喊不出来啊,Henan,Seeking Interaction and Imitation,video7,comment9868,2025-02-03
0,0,离开那个男的你会更好 玫瑰，我原来大概也是她这样的，感觉她会遇到个更好的真的对她好的 玫瑰,Jiangsu,Emotions and Interpersonal Relationships,video24,comment9869,2025-04-26
0,0,15岁做暑假工，看见店员拿擦男尿池的抹布擦桌子 黑脸,Zhejiang,Sharing Personal Experiences,video59,comment9870,2025-04-29
1,0,精神小妹都玩什么软件,Shandong,Seeking Interaction and Imitation,video46,comment9871,2025-05-02
0,0,他拍写真有点像ty,Guangxi,Appearance and Attire,video86,comment9872,2025-03-27
0,0,能不能让我也体验一天啊 偷笑,Jiangsu,Seeking Interaction and Imitation,video4,comment9873,2025-04-16
0,0,你告诉我在哪，我去 灵机一动,Zhejiang,Seeking Interaction and Imitation,video127,comment9874,2025-05-12
0,0,想加入哈哈哈让我拍一期吧,Henan,Seeking Interaction and Imitation,video15,comment9875,2025-05-01
0,0,这样小妹，我能谈吗，,Shandong,Seeking Interaction and Imitation,video20,comment9876,2025-05-03
0,4,但是这张我觉得真挺好看的啊,Liaoning,Appearance and Attire,video82,comment9877,2024-05-26
0,6,二百能买这么多东西吗 泣不成声真的有这么勤俭持家的,Beijing,Challenge Authenticity and Performativity,video108,comment9878,2025-01-11
0,0,你们那边也有这种特产啊。讲话又很听，洗脑壳 笑哭,Guangxi,Regional and Group Characteristics,video12,comment9879,2025-03-08
0,0,精神小妹，给我5块钱吧， 捂脸,Heilongjiang,Seeking Interaction and Imitation,video140,comment9880,2025-02-19
0,0,还有兄弟花几千去商K 疑问,Hubei,Behavior and Lifestyle,video91,comment9881,2025-03-18
0,3,什么芳妹，明明是芳姐呀，这姐妹是真能处哇 憨笑,Jiangxi,Social Evaluation and Concepts,video19,comment9882,2025-02-26
0,0,还是河南精神小妹多。河北忠义多 看,Anhui,Regional and Group Characteristics,video30,comment9883,2025-01-13
0,0,四川小妹混这么惨吗，我们这边看到个小妹比看到东北虎都困难,Liaoning,Regional and Group Characteristics,video56,comment9884,2024-06-12
0,0,你好机车哦 捂脸,Guangdong,Social Evaluation and Concepts,video25,comment9885,2024-06-16
0,1,现在的小孩这心态 赞 五体投地 捂脸,Jiangsu,Social Evaluation and Concepts,video4,comment9886,2025-04-16
0,4,确实害怕，没有绳子的疯狗，正常人看了谁不怕,Tianjin,Social Evaluation and Concepts,video6,comment9887,2025-04-26
0,0,我东北的哥们说在东北18岁精神小伙小妹都属于职业生涯后期了,Anhui,Regional and Group Characteristics,video48,comment9888,2024-08-30
0,0,嫩是真的嫩 捂脸,Hunan,Appearance and Attire,video4,comment9889,2025-04-17
0,0,我喜欢这个肉嘟嘟的女生,Henan,Appearance and Attire,video36,comment9890,2025-05-08
0,0,拿纸笔！拿纸笔！记笔记！,Zhejiang,Seeking Interaction and Imitation,video7,comment9891,2024-12-12
0,0,微笑嫩归嫩，但是你不能满街拉,Shandong,Behavior and Lifestyle,video45,comment9892,2025-03-23
0,0,下次我给50一个，我去拍一集,Guangdong,Seeking Interaction and Imitation,video7,comment9893,2024-12-11
0,0,我想说那句，少年强则国强,Hunan,Social Evaluation and Concepts,video19,comment9894,2025-02-07
0,0,是你吧 哈哈哈哈 主动点,Jiangxi,Seeking Interaction and Imitation,video158,comment9895,2023-07-18
2,42,周口人吗，之前宿舍有个周口的舍友，性格就可大方，我觉得周口人都很随性。,Henan,Regional and Group Characteristics,video30,comment9896,2025-01-12
0,0,潘喜欢吃糖 原来去吃火锅还能这样 捂脸,Zhejiang,Behavior and Lifestyle,video31,comment9897,2024-11-13
0,1,街头碰拳的视频看到过她俩,Anhui,Sharing Personal Experiences,video66,comment9898,2025-03-09
0,0,也许她们才是正常的人,Jiangsu,Social Evaluation and Concepts,video39,comment9899,2024-11-26
0,2,哈哈不到10公里,Henan,Others,video59,comment9900,2025-03-17
5,1,听口音不会是贵州的吧 泣不成声,Guizhou,Regional and Group Characteristics,video13,comment9901,2024-09-14
0,0,就喜欢这种脏脏的女孩 看,Shandong,Social Evaluation and Concepts,video53,comment9902,2025-02-11
0,0,哥哥 白眼给男的花不 白眼,Shanxi,Seeking Interaction and Imitation,video51,comment9903,2025-04-23
0,0,那大哥没毛病啊 ， 吃饭 买电影 洗澡 去蹦迪，完事不让磕都是江湖儿女，一点不懂人情世故？,Liaoning,Social Evaluation and Concepts,video107,comment9904,2025-01-06
0,0,肚子上有道疤痕，加分,Yunnan,Appearance and Attire,video86,comment9905,2025-05-02
0,0,听说他们要来一开始慌后面想到西兰花的作品三天两头发不出来我就放心了，她们那样的视频抖音根本发不出来 色,Guangdong,Challenge Authenticity and Performativity,video28,comment9906,2024-07-24
7,20,抽着天叶，开着BBA，妹子一个没有 捂脸,Henan,Sharing Personal Experiences,video62,comment9907,2025-05-06
0,0,博主看着就是个老实人 女孩也放心 泣不成声,Hebei,Emotions and Interpersonal Relationships,video51,comment9908,2025-04-18
0,0,这俩个小孩心底是善良的，有靠谱的人带带就好了,Henan,Social Evaluation and Concepts,video113,comment9909,2025-05-05
0,0,黑衣服的确定不是公的 惊讶,Chongqing,Appearance and Attire,video31,comment9910,2024-12-02
0,0,夏蛰 我也想玩 不失礼貌的微笑,Sichuan,Seeking Interaction and Imitation,video31,comment9911,2024-11-13
0,0,_ 听见Q我两眼一黑 流泪,Henan,Appearance and Attire,video54,comment9912,2023-06-19
0,0,两秒钟的喜欢，两分钟的哭泣,Hainan,Emotions and Interpersonal Relationships,video94,comment9913,2025-02-15
0,0,笑死我了，太有节目了,Shaanxi,Others,video14,comment9914,2025-04-29
0,1,都把我钓成翘嘴了 看,Hebei,Others,video36,comment9915,2025-05-08
5,62,陈美娇我爱上你了 看,Hunan,Emotions and Interpersonal Relationships,video39,comment9916,2024-08-20
0,0,沈阳酒吧这种小孩是不是很多,Zhejiang,Regional and Group Characteristics,video181,comment9917,2024-12-08
0,2,我读书的时候在我爸眼中不会是这样的吧 泣不成声,Jiangxi,Sharing Personal Experiences,video32,comment9918,2025-03-13
0,0,400块钱给哭 是这个？,Liaoning,Challenge Authenticity and Performativity,video34,comment9919,2024-10-25
0,0,这三个变成精神病了 偷笑,Chongqing,Social Evaluation and Concepts,video68,comment9920,2024-10-22
0,0,必须摇头 捂脸19处二十多个对象。兜里200,Beijing,Social Evaluation and Concepts,video97,comment9921,2024-06-04
0,0,成绩好啊 黑脸,Guangdong,Social Evaluation and Concepts,video44,comment9922,2025-03-24
1,0,七点半就要回家 有点不懂事了 笑哭,Anhui,Behavior and Lifestyle,video24,comment9923,2025-04-27
0,0,精神小妹是真嫩 微笑,Sichuan,Appearance and Attire,video7,comment9924,2024-12-09
0,1,我们这里吃东西不用加头皮屑,Guangdong,Behavior and Lifestyle,video82,comment9925,2024-07-27
0,1,这个环节能让我来么 舔屏,Jilin,Seeking Interaction and Imitation,video52,comment9926,2025-05-04
0,0,精神小妹都好可爱,Jiangsu,Appearance and Attire,video7,comment9927,2025-02-26
0,0,讲义气 就是没钱,Henan,Emotions and Interpersonal Relationships,video113,comment9928,2025-05-15
0,0,原来二百可以买那么多东西了 泪奔,Guangdong,Others,video53,comment9929,2025-02-20
8,1,这是在永川吗,Gansu,Regional and Group Characteristics,video93,comment9930,2025-03-09
0,1,开始我还一位靓仔男扮女装走过来了 泪奔,Guangdong,Appearance and Attire,video94,comment9931,2024-11-17
0,0,应该是你的从前吧,Jiangxi,Sharing Personal Experiences,video5,comment9932,2022-09-10
0,0,这不是拍过吗上次化妆这次没化妆,Guangxi,Challenge Authenticity and Performativity,video23,comment9933,2025-02-25
2,1,一礼拜就乱回去l 黑脸,Zhejiang,Behavior and Lifestyle,video8,comment9934,2025-03-20
0,2,想谈精神小妹 宕机,Jilin,Seeking Interaction and Imitation,video50,comment9935,2025-02-16
0,0,我怎么感觉你过去就是当爹那种 捂脸,Chongqing,Social Evaluation and Concepts,video13,comment9936,2024-09-23
5,0,我老家。。。我现在就在这,Henan,Regional and Group Characteristics,video54,comment9937,2023-06-12
2,0,我昨天才深圳碰上一个 捂脸来我店里染头发加工、 100块钱、 还要欠我50。说晚上给我、 到现在还没消息 捂脸 本来是说欠我60次然后过一会他又说欠我50 捂脸说拼夕夕退款13 捂脸,Guangdong,Sharing Personal Experiences,video56,comment9938,2024-07-10
0,0,凯哥是真牛笔，毫无表演痕迹,Zhejiang,Challenge Authenticity and Performativity,video87,comment9939,2025-05-14
0,0,是在哪个地方的 我都想过来A一下了 呲牙,Zhejiang,Seeking Interaction and Imitation,video13,comment9940,2024-09-15
2,0,16年的时候没有抖音的时候，全是00生孩子，这是我发朋友圈的图片 憨笑,Anhui,Sharing Personal Experiences,video28,comment9941,2024-09-19
0,2,老表你就从了吧 黑脸,Henan,Others,video59,comment9942,2025-02-22
0,1,什么眼影盘和粉底液和修容呀 泣不成声,Guangdong,Appearance and Attire,video58,comment9943,2024-11-27
0,0,炸耳朵眼子 斜眼,Henan,Others,video26,comment9944,2025-05-13
0,2,旁边安排个精神小妹做旁边，懂事儿昂 捂脸,Anhui,Seeking Interaction and Imitation,video15,comment9945,2025-05-07
0,0,太狠了这女的,Ningxia,Behavior and Lifestyle,video8,comment9946,2025-04-20
0,0,精神小妹在哪？我要开始送奶茶了哦 看,Guangdong,Seeking Interaction and Imitation,video2,comment9947,2025-04-24
0,0,我能给他们贰佰 叫他们陪我打游戏不,Shandong,Seeking Interaction and Imitation,video50,comment9948,2025-02-14
0,0,精神小妹其实都挺好看的，只要她们不乱化妆,Hebei,Appearance and Attire,video105,comment9949,2023-10-12
0,0,这不是发过了吗,Shaanxi,Others,video44,comment9950,2025-03-23
0,0,台妹 太妹，其实大陆很多人都懂，只是很多台湾人解释成精神小妹就更把我们弄的一头雾水了 看台妹，太妹这些词我们这都有，但是从来没听过精神小妹这个词,Jiangsu,Regional and Group Characteristics,video25,comment9951,2024-06-16
1,1,有没有精神小孩子 看,Guangdong,Seeking Interaction and Imitation,video46,comment9952,2025-04-17
0,0,精神小伙是真的穷，三个人一块用一个手机正常的事,Shandong,Behavior and Lifestyle,video48,comment9953,2024-09-11
0,1,真的是保持瘦身的秘诀吗 流泪,Shanxi,Challenge Authenticity and Performativity,video166,comment9954,2024-11-05
0,0,我在她们这个年纪是最缺钱的时候 大笑,Liaoning,Sharing Personal Experiences,video141,comment9955,2025-02-13
0,0,查查血吧 泪奔都是高危,Jiangsu,Social Evaluation and Concepts,video39,comment9956,2024-08-20
1,2,如果他们三个不认识，我吃一个广东人给你看看,Fujian,Challenge Authenticity and Performativity,video38,comment9957,2025-05-01
0,0,谁家的女儿啊,Jiangsu,Others,video18,comment9958,2025-03-05
0,0,看着都是管不住的女孩 捂脸,Shandong,Behavior and Lifestyle,video4,comment9959,2025-04-17
0,0,给你两块，说是隔壁的 酷拽,Henan,Seeking Interaction and Imitation,video54,comment9960,2023-05-27
0,0,500块钱 情绪价值拉闷 流泪,Shaanxi,Emotions and Interpersonal Relationships,video93,comment9961,2025-03-09
15,97,我笑哭了咋办 苦涩 我们T不这样啊,Shaanxi,Social Evaluation and Concepts,video144,comment9962,2025-05-08
5,320,这个小蛋糕萌死我了,Sichuan,Appearance and Attire,video41,comment9963,2025-05-10
0,0,一个广东话，一个普通话。两个人对话能听得懂吗,Hebei,Regional and Group Characteristics,video43,comment9964,2025-01-14
0,0,八字步流光蛋,Henan,Regional and Group Characteristics,video62,comment9965,2025-05-07
0,0,主播怪正能量,Henan,Social Evaluation and Concepts,video50,comment9966,2025-02-21
0,0,我出500，来个精神小妹和我演一集 流泪,Jiangxi,Seeking Interaction and Imitation,video57,comment9967,2025-05-06
0,1,我想减肥 泪奔收留我吗,Sichuan,Seeking Interaction and Imitation,video56,comment9968,2024-10-24
0,0,美娇，我爱死你了 捂脸美娇，爱死你了,Hubei,Emotions and Interpersonal Relationships,video50,comment9969,2025-02-06
0,0,非让他两个考研 捂脸,Jiangsu,Social Evaluation and Concepts,video92,comment9970,2024-07-05
0,0,完了哥哥沦陷了,Beijing,Emotions and Interpersonal Relationships,video36,comment9971,2025-05-19
0,0,这几个小妹妹抖音多少,Anhui,Seeking Interaction and Imitation,video18,comment9972,2025-03-05
0,0,哥几个人不错呀，小老妹儿都安排上了 九转大肠,Shaanxi,Social Evaluation and Concepts,video15,comment9973,2025-04-30
0,0,我怎么就遇不到呢,Xinjiang,Seeking Interaction and Imitation,video130,comment9974,2025-05-19
0,0,呲牙你们别说，这几个小伙都很帅呢，不孬。,Guangxi,Appearance and Attire,video15,comment9975,2025-04-30
0,0,河南的精神小妹这么穷吗 广东精神小妹有钱的很 捂脸,Guangdong,Regional and Group Characteristics,video50,comment9976,2025-01-24
1,0,我看见也会很猥琐 黑脸但我不这么大胆 微笑,Hebei,Social Evaluation and Concepts,video102,comment9977,2024-08-09
0,0,勤俭持家 捂脸,Ningxia,Social Evaluation and Concepts,video53,comment9978,2025-02-12
0,0,真的好没礼貌,Liaoning,Social Evaluation and Concepts,video23,comment9979,2025-02-17
0,0,爱死你了美娇,Henan,Emotions and Interpersonal Relationships,video139,comment9980,2024-10-12
0,0,哥哥是真稀罕你这双腿，你给摸嘛 呲牙,Sichuan,Emotions and Interpersonal Relationships,video57,comment9981,2025-05-02
178,755,微笑这样的女孩 现实中不少吧,Henan,Social Evaluation and Concepts,video53,comment9982,2025-02-12
0,0,不是，她们都不上学吗，老天爷的，把我好几辈子的对象都谈了,Liaoning,Behavior and Lifestyle,video137,comment9983,2024-06-10
1,0,家妈，商k花几千都没得这个划算,Guizhou,Behavior and Lifestyle,video51,comment9984,2025-04-30
0,0,这种就是混子小憋三 真正的黑社会西装打领带 大哥防范,Hunan,Social Evaluation and Concepts,video15,comment9985,2025-04-30
0,0,牛鼻 直接寄生花总了 捂脸,Sichuan,Challenge Authenticity and Performativity,video27,comment9986,2024-11-03
0,0,我也要学这招让00后带我玩,Jiangsu,Seeking Interaction and Imitation,video22,comment9987,2024-12-09
0,0,那脖子上怎么都有淤青的痕迹,Shanghai,Appearance and Attire,video53,comment9988,2025-02-17
0,0,200块真值，情绪价值提供到位了 捂脸,Guangxi,Emotions and Interpersonal Relationships,video106,comment9989,2025-01-03
0,0,有时间我要带我老表去相亲 看,Jiangxi,Seeking Interaction and Imitation,video103,comment9990,2025-02-07
0,0,稀饭你，莫理他！,Hubei,Others,video81,comment9991,2025-05-07
1,5,我喜欢穿lo裙和jk 每次穿上新买的小裙子 化完妆出去玩 有一些小朋友会夸我 跟我拍照 我特别特别开心 不看我就觉得这一天的妆没有白化 勒着头痛痛的发网也不是很难受了 不看,Hunan,Emotions and Interpersonal Relationships,video33,comment9992,2025-04-03
0,0,看了你很多期视频其实精神小妹挺可爱的,Yunnan,Social Evaluation and Concepts,video9,comment9993,2025-03-31
0,0,这几个精神小妹，大家喜欢吗,Hubei,Seeking Interaction and Imitation,video22,comment9994,2024-12-12
0,0,一百块钱没有，整天吃好喝好玩好的。,Henan,Behavior and Lifestyle,video62,comment9995,2025-05-09
0,0,长沙来人演一集，我贷款,Hunan,Seeking Interaction and Imitation,video36,comment9996,2025-05-08
1,0,我有一个从青铜到王者我见证长大 大笑,Inner Mongolia,Sharing Personal Experiences,video147,comment9997,2024-05-18
2,1,这口音哪里人,Guangdong,Regional and Group Characteristics,video7,comment9998,2024-12-08
0,0,单看侧脸真像女生 捂脸,Hunan,Appearance and Attire,video42,comment9999,2025-04-19
0,2,周口文昌万达 捂脸,Guangdong,Regional and Group Characteristics,video30,comment10000,2025-01-13
0,1,想跟你耍，不想跟那三个男的耍，主要那三个男的没得钱啊 捂脸,Guizhou,Emotions and Interpersonal Relationships,video12,comment10001,2025-02-27
0,0,黑衣服的可以,Guangdong,Appearance and Attire,video108,comment10002,2025-01-10
0,0,好好耍，我要来体验哈精神小妹的一天，我给你出资，主播带我耍一天 捂脸,Sichuan,Seeking Interaction and Imitation,video79,comment10003,2025-03-15
1,1,和我那帮同学一摸一样 看,Guizhou,Sharing Personal Experiences,video5,comment10004,2022-09-08
0,0,首先纹身没有错，其次，我看见纹身潜意识就觉得不是啥老实人 捂脸,Henan,Social Evaluation and Concepts,video39,comment10005,2024-08-20
0,0,精神小妹 我看到的是 不虚伪 年轻 火力 善良 也会为别人考虑 不比那些大龄剩女t0们好太多？,Shandong,Social Evaluation and Concepts,video106,comment10006,2025-01-08
0,0,zhang 这b号废了 流泪,Sichuan,Others,video5,comment10007,2022-09-09
0,0,郭德纲于谦相声原来说的都是真的 捂脸,Liaoning,Social Evaluation and Concepts,video67,comment10008,2025-01-12
0,0,不能打，不然他爹妈告你你要担责任,Sichuan,Social Evaluation and Concepts,video12,comment10009,2025-02-27
0,0,真诚 九转大肠,Jiangsu,Challenge Authenticity and Performativity,video101,comment10010,2025-02-07
3,2,这么早不会有应声虫了吧 黑脸,Heilongjiang,Challenge Authenticity and Performativity,video121,comment10011,2025-05-08
0,0,三毛钱送个鸡脖子 看,Shanghai,Behavior and Lifestyle,video66,comment10012,2025-03-19
0,0,老实男在职高更容易被欺负 泣不成声,Hebei,Emotions and Interpersonal Relationships,video6,comment10013,2025-04-26
0,0,来个精神小妹！我给你花,Liaoning,Seeking Interaction and Imitation,video57,comment10014,2025-05-02
0,0,台妹真的好可爱,Zhejiang,Appearance and Attire,video25,comment10015,2024-06-16
0,0,我怎么遇不到精神小妹 泣不成声,Fujian,Seeking Interaction and Imitation,video22,comment10016,2025-05-15
0,0,我爱精神小妹 听歌,Chongqing,Emotions and Interpersonal Relationships,video145,comment10017,2025-03-20
0,0,我也想跟他们混,Zhejiang,Seeking Interaction and Imitation,video13,comment10018,2024-09-23
0,0,这个小妹真可以，我要跟凯哥混！,Shanxi,Seeking Interaction and Imitation,video87,comment10019,2025-05-14
0,0,我要有个这种也不是不可以,Jiangsu,Seeking Interaction and Imitation,video108,comment10020,2025-02-04
0,0,前排 九转大肠,Zhejiang,Others,video84,comment10021,2025-01-20
0,0,山那面的人吧,Jilin,Regional and Group Characteristics,video4,comment10022,2025-04-21
0,0,有钱的精神小伙也可怕哈 送心,Guangxi,Social Evaluation and Concepts,video6,comment10023,2025-04-26
1,0,哈哈感觉她们好可爱,Fujian,Social Evaluation and Concepts,video30,comment10024,2025-01-14
0,4,知道他们为什么能瘦了 绝望的凝视下午到晚上都不吃饭，就挺着，还溜达还玩儿,Jilin,Behavior and Lifestyle,video15,comment10025,2025-05-01
4,0,200多，比我余额都多。,Shanghai,Behavior and Lifestyle,video97,comment10026,2024-07-05
0,0,过两年你们都给我老老实实学国语！,Jilin,Social Evaluation and Concepts,video25,comment10027,2024-06-16
0,0,这几个不算是精神小妹吧？,Guangdong,Social Evaluation and Concepts,video30,comment10028,2025-02-09
1,0,尬笑这口音不就是我们盘核桃的教官吗,Shandong,Regional and Group Characteristics,video5,comment10029,2022-09-10
0,0,那包的 灵机一动,Guangxi,Appearance and Attire,video19,comment10030,2025-02-07
0,0,比东北的好多了 捂脸,Liaoning,Regional and Group Characteristics,video1,comment10031,2025-03-15
0,0,能不能带他俩去洗个头阿，我看着急,Gansu,Appearance and Attire,video53,comment10032,2025-02-11
0,0,我也想要一个,Tianjin,Seeking Interaction and Imitation,video45,comment10033,2025-04-08
0,0,我全部家当280块能跟几位大哥混一天么 感谢,Shandong,Seeking Interaction and Imitation,video13,comment10034,2024-09-14
0,0,她的嘴和牙…感觉好怪呢,Jilin,Appearance and Attire,video173,comment10035,2024-07-30
0,0,口罩白色的妹子的抖音给我。我看上了,Hunan,Seeking Interaction and Imitation,video7,comment10036,2024-12-12
0,0,穿裙子的小妹好看，太单纯了 流泪,Shanxi,Appearance and Attire,video38,comment10037,2025-04-24
2,0,我一直以为这男的就是精神小伙 结果还腼腆上了,Inner Mongolia,Sharing Personal Experiences,video86,comment10038,2025-03-03
0,0,真的是因为没钱吃饭 而且他们社会摇爱抖腿 不瘦就怪了,Jilin,Behavior and Lifestyle,video105,comment10039,2023-10-12
0,0,这视频是毕业照啊,Zhejiang,Challenge Authenticity and Performativity,video167,comment10040,2025-03-29
3,50,长头发妹儿真豪爽,Sichuan,Appearance and Attire,video80,comment10041,2025-02-22
0,0,狗日的一群少幺爸，看到都老火,Chongqing,Social Evaluation and Concepts,video120,comment10042,2025-04-29
0,0,小姐姐，可以叫你正妹么 色,Guangdong,Seeking Interaction and Imitation,video25,comment10043,2024-06-17
9,39,我也想当精神小妹，就为了瘦 流泪,Yunnan,Seeking Interaction and Imitation,video105,comment10044,2023-10-12
0,0,蜜雪冰城虽迟但到,Zhejiang,Behavior and Lifestyle,video17,comment10045,2025-02-04
0,0,和我们说话一摸一样,Anhui,Regional and Group Characteristics,video65,comment10046,2025-02-04
0,0,比中二更差的辍学瘪三档位 赞,Guangdong,Social Evaluation and Concepts,video15,comment10047,2025-05-02
0,0,我以前碰见四个女学生 没地方睡跟我走了 后来其中一个要跟我处对象 笑死,Sichuan,Sharing Personal Experiences,video38,comment10048,2025-04-29
0,0,这是来扶贫来了 捂脸。,Henan,Social Evaluation and Concepts,video53,comment10049,2025-02-12
2,4,解释不清了，我们大多数不是这样的 暗中观察 流泪那是精神小t，我们真的哭了,Jiangsu,Social Evaluation and Concepts,video144,comment10050,2025-05-08
0,0,你不瘦谁瘦啊 捂脸,Jilin,Appearance and Attire,video73,comment10051,2024-11-08
0,1,混的人还是厉害,Ningxia,Social Evaluation and Concepts,video15,comment10052,2025-05-02
0,0,能带上我不我出600 泣不成声,Henan,Seeking Interaction and Imitation,video62,comment10053,2025-05-07
0,0,哪里认识，成都想体验一下,Sichuan,Seeking Interaction and Imitation,video40,comment10054,2025-05-07
0,1,我踏马几年了，都没喊出来一个女的 泣不成声,Jiangxi,Emotions and Interpersonal Relationships,video7,comment10055,2024-12-09
0,0,原来杀马特并未走远,Beijing,Regional and Group Characteristics,video15,comment10056,2025-04-30
0,2,才发现到家门口了，主播我也想上电视,Henan,Seeking Interaction and Imitation,video30,comment10057,2025-01-12
1,0,虽紫仔又中招了 看,Guangdong,Others,video5,comment10058,2022-09-07
0,0,我靠，真的房间还是段子 看,Jiangsu,Challenge Authenticity and Performativity,video8,comment10059,2025-03-19
0,0,好好好，广西的老表 赞,Guangdong,Regional and Group Characteristics,video158,comment10060,2023-07-21
0,0,这种人家反打一道，遭都遭不住，随便哪个监控看到这两个女的都是醉酒状态。,Jiangxi,Behavior and Lifestyle,video38,comment10061,2025-04-30
0,0,现在年轻，以后岁数大了怎么办,Jilin,Social Evaluation and Concepts,video13,comment10062,2025-04-04
1,0,以前我没钱刚毕业那会，一个电话能叫出来上百个那会没有微信都是电话联系，不吹牛一点，现在废了 捂脸,Zhejiang,Sharing Personal Experiences,video7,comment10063,2025-01-17
0,0,我想体验你们的活,Hunan,Seeking Interaction and Imitation,video4,comment10064,2025-04-16
0,0,精神小妹 身材从来没输过,Jiangxi,Appearance and Attire,video31,comment10065,2024-11-13
0,0,这三小伙长得还不错的,Guangdong,Appearance and Attire,video7,comment10066,2024-12-08
1,0,能看出来哪来不，一听都是商丘嘞,Henan,Regional and Group Characteristics,video84,comment10067,2025-01-21
1,0,哪有就这样的小妹，我心地善良帮她们一下,Hebei,Social Evaluation and Concepts,video53,comment10068,2025-02-12
0,0,身材真好 捂脸,Jiangxi,Appearance and Attire,video25,comment10069,2024-06-16
0,0,接东西还会说谢谢，挺好的,Guangxi,Social Evaluation and Concepts,video53,comment10070,2025-02-12
0,0,弟啊！你是不是对公务员有啥误解？,Liaoning,Social Evaluation and Concepts,video152,comment10071,2024-08-04
0,0,老男人演技这么好去演短剧好看 呲牙,Guangdong,Challenge Authenticity and Performativity,video43,comment10072,2025-01-17
0,0,人家比你懂事 看,Henan,Social Evaluation and Concepts,video24,comment10073,2025-04-27
0,0,为什么说精神小妹不行呢，就是因为太单纯真诚容易被骗，然后走上歧途 捂脸,Guangdong,Social Evaluation and Concepts,video30,comment10074,2025-04-28
0,0,还是这个好看,Shanghai,Appearance and Attire,video83,comment10075,2024-10-12
0,1,果然在精神这一方面从不缺妹子 捂脸,Zhejiang,Social Evaluation and Concepts,video15,comment10076,2025-04-30
0,0,买衣服的地址在哪 捂脸,Shandong,Seeking Interaction and Imitation,video15,comment10077,2025-04-30
0,0,你是王宝强吗 捂脸,Hubei,Others,video28,comment10078,2024-07-25
0,0,这些精神小妹，稍微用点心，嘿嘿,Hubei,Social Evaluation and Concepts,video32,comment10079,2025-03-12
0,0,这种台球打得还好的不可能去坐助教吗 捂脸,Jiangxi,Social Evaluation and Concepts,video4,comment10080,2025-04-17
0,0,这个段子拍的可以 比心 呲牙,Zhejiang,Challenge Authenticity and Performativity,video38,comment10081,2025-04-20
0,0,五百两个，划算,Yunnan,Seeking Interaction and Imitation,video124,comment10082,2025-03-27
0,0,这是许昌市禹州东商贸吧，看着非常像,Henan,Regional and Group Characteristics,video22,comment10083,2024-12-07
0,0,大家都在笑精神小妹，但是精神小妹是最不现实的，最能理解人的，有事她真的能跟你一起面对一起分担 捂脸,Guangdong,Social Evaluation and Concepts,video67,comment10084,2025-03-12
0,0,精神小妹这么容易搞定的吗？ 发呆想我每天直播间送礼物的钱比这多多了，连面都不让见一回，我真是大冤种啊。,Jiangsu,Sharing Personal Experiences,video24,comment10085,2025-04-27
